time_ns,clock,v,ve,p_bits,p_dec,pe_bits,pe_dec,b,error,reset,start,ready,state_bits,state,next_state_bits,next,count
12800,1,0,1,00111,7,01101,13,1@13,0,0,1,0,10,CHECK,10,CHECK,7
12850,0,0,1,00111,7,01101,13,1@13,0,0,1,0,10,CHECK,10,CHECK,7
12900,1,0,1,01000,8,01101,13,1@13,0,0,1,0,10,CHECK,10,CHECK,8
12950,0,0,1,01000,8,01101,13,1@13,0,0,1,0,10,CHECK,10,CHECK,8
13000,1,0,1,01001,9,01101,13,1@13,0,0,1,0,10,CHECK,10,CHECK,9
13050,0,0,1,01001,9,01101,13,1@13,0,0,1,0,10,CHECK,10,CHECK,9
13100,1,0,1,01010,10,01101,13,1@13,0,0,1,0,10,CHECK,10,CHECK,10
13150,0,0,1,01010,10,01101,13,1@13,0,0,1,0,10,CHECK,10,CHECK,10
13200,1,0,1,01011,11,01101,13,1@13,0,0,1,0,10,CHECK,10,CHECK,11
13250,0,0,1,01011,11,01101,13,1@13,0,0,1,0,10,CHECK,10,CHECK,11
13300,1,0,1,01100,12,01101,13,1@13,0,0,1,0,10,CHECK,10,CHECK,12
13350,0,0,1,01100,12,01101,13,1@13,0,0,1,0,10,CHECK,10,CHECK,12
13400,1,1,1,01101,13,01101,13,1@13,0,0,1,0,10,CHECK,01,IDLE,13
13450,0,1,1,01101,13,01101,13,1@13,0,0,1,0,10,CHECK,01,IDLE,13
13500,1,1,1,01101,13,01101,13,1@13,0,0,0,1,01,IDLE,01,IDLE,13
13550,0,1,1,01101,13,01110,14,1@14,0,0,1,1,01,IDLE,10,CHECK,13
13600,1,0,1,00000,0,01110,14,1@14,0,0,1,0,10,CHECK,10,CHECK,0
13650,0,0,1,00000,0,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,0
13700,1,0,1,00001,1,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,1
13750,0,0,1,00001,1,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,1
13800,1,0,1,00010,2,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,2
13850,0,0,1,00010,2,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,2
13900,1,0,1,00011,3,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,3
13950,0,0,1,00011,3,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,3
14000,1,0,1,00100,4,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,4
14050,0,0,1,00100,4,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,4
14100,1,0,1,00101,5,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,5
14150,0,0,1,00101,5,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,5
14200,1,0,1,00110,6,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,6
14250,0,0,1,00110,6,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,6
14300,1,0,1,00111,7,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,7
14350,0,0,1,00111,7,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,7
14400,1,0,1,01000,8,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,8
14450,0,0,1,01000,8,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,8
14500,1,0,1,01001,9,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,9
14550,0,0,1,01001,9,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,9
14600,1,0,1,01010,10,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,10
14650,0,0,1,01010,10,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,10
14700,1,0,1,01011,11,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,11
14750,0,0,1,01011,11,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,11
14800,1,0,1,01100,12,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,12
14850,0,0,1,01100,12,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,12
14900,1,0,1,01101,13,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,13
14950,0,0,1,01101,13,01110,14,1@14,0,0,0,0,10,CHECK,10,CHECK,13
15000,1,1,1,01110,14,01110,14,1@14,0,0,0,0,10,CHECK,01,IDLE,14
15050,0,1,1,01110,14,01110,14,1@14,0,0,0,0,10,CHECK,01,IDLE,14
15100,1,1,1,01110,14,01110,14,1@14,0,0,0,1,01,IDLE,01,IDLE,14
15150,0,1,1,01110,14,01111,15,1@15,0,0,1,1,01,IDLE,10,CHECK,14
15200,1,0,1,00000,0,01111,15,1@15,0,0,1,0,10,CHECK,10,CHECK,0
15250,0,0,1,00000,0,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,0
15300,1,0,1,00001,1,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,1
15350,0,0,1,00001,1,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,1
15400,1,0,1,00010,2,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,2
15450,0,0,1,00010,2,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,2
15500,1,0,1,00011,3,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,3
15550,0,0,1,00011,3,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,3
15600,1,0,1,00100,4,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,4
15650,0,0,1,00100,4,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,4
15700,1,0,1,00101,5,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,5
15750,0,0,1,00101,5,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,5
15800,1,0,1,00110,6,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,6
15850,0,0,1,00110,6,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,6
15900,1,0,1,00111,7,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,7
15950,0,0,1,00111,7,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,7
16000,1,0,1,01000,8,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,8
16050,0,0,1,01000,8,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,8
16100,1,0,1,01001,9,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,9
16150,0,0,1,01001,9,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,9
16200,1,0,1,01010,10,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,10
16250,0,0,1,01010,10,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,10
16300,1,0,1,01011,11,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,11
16350,0,0,1,01011,11,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,11
16400,1,0,1,01100,12,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,12
16450,0,0,1,01100,12,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,12
16500,1,0,1,01101,13,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,13
16550,0,0,1,01101,13,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,13
16600,1,0,1,01110,14,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,14
16650,0,0,1,01110,14,01111,15,1@15,0,0,0,0,10,CHECK,10,CHECK,14
16700,1,1,1,01111,15,01111,15,1@15,0,0,0,0,10,CHECK,01,IDLE,15
16750,0,1,1,01111,15,01111,15,1@15,0,0,0,0,10,CHECK,01,IDLE,15
16800,1,1,1,01111,15,01111,15,1@15,0,0,0,1,01,IDLE,01,IDLE,15
16850,0,1,1,01111,15,10000,16,1@16,0,0,1,1,01,IDLE,10,CHECK,15
16900,1,0,1,00000,0,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,0
16950,0,0,1,00000,0,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,0
17000,1,0,1,00001,1,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,1
17050,0,0,1,00001,1,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,1
17100,1,0,1,00010,2,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,2
17150,0,0,1,00010,2,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,2
17200,1,0,1,00011,3,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,3
17250,0,0,1,00011,3,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,3
17300,1,0,1,00100,4,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,4
17350,0,0,1,00100,4,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,4
17400,1,0,1,00101,5,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,5
17450,0,0,1,00101,5,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,5
17500,1,0,1,00110,6,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,6
17550,0,0,1,00110,6,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,6
17600,1,0,1,00111,7,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,7
17650,0,0,1,00111,7,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,7
17700,1,0,1,01000,8,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,8
17750,0,0,1,01000,8,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,8
17800,1,0,1,01001,9,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,9
17850,0,0,1,01001,9,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,9
17900,1,0,1,01010,10,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,10
17950,0,0,1,01010,10,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,10
18000,1,0,1,01011,11,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,11
18050,0,0,1,01011,11,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,11
18100,1,0,1,01100,12,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,12
18150,0,0,1,01100,12,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,12
18200,1,0,1,01101,13,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,13
18250,0,0,1,01101,13,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,13
18300,1,0,1,01110,14,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,14
18350,0,0,1,01110,14,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,14
18400,1,0,1,01111,15,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,15
18450,0,0,1,01111,15,10000,16,1@16,0,0,1,0,10,CHECK,10,CHECK,15
18500,1,1,1,10000,16,10000,16,1@16,0,0,1,0,10,CHECK,01,IDLE,16
18550,0,1,1,10000,16,10000,16,1@16,0,0,1,0,10,CHECK,01,IDLE,16
18600,1,1,1,10000,16,10000,16,1@16,0,0,0,1,01,IDLE,01,IDLE,16
18650,0,1,1,10000,16,10001,17,1@17,0,0,0,1,01,IDLE,01,IDLE,16
18700,1,1,1,10000,16,10001,17,1@17,0,0,0,1,01,IDLE,01,IDLE,16
18750,0,1,1,10000,16,10001,17,1@17,0,0,1,1,01,IDLE,10,CHECK,16
18800,1,0,1,00000,0,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,0
18850,0,0,1,00000,0,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,0
18900,1,0,1,00001,1,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,1
18950,0,0,1,00001,1,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,1
19000,1,0,1,00010,2,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,2
19050,0,0,1,00010,2,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,2
19100,1,0,1,00011,3,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,3
19150,0,0,1,00011,3,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,3
19200,1,0,1,00100,4,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,4
19250,0,0,1,00100,4,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,4
19300,1,0,1,00101,5,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,5
19350,0,0,1,00101,5,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,5
19400,1,0,1,00110,6,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,6
19450,0,0,1,00110,6,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,6
19500,1,0,1,00111,7,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,7
19550,0,0,1,00111,7,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,7
19600,1,0,1,01000,8,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,8
19650,0,0,1,01000,8,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,8
19700,1,0,1,01001,9,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,9
19750,0,0,1,01001,9,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,9
19800,1,0,1,01010,10,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,10
19850,0,0,1,01010,10,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,10
19900,1,0,1,01011,11,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,11
19950,0,0,1,01011,11,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,11
20000,1,0,1,01100,12,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,12
20050,0,0,1,01100,12,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,12
20100,1,0,1,01101,13,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,13
20150,0,0,1,01101,13,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,13
20200,1,0,1,01110,14,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,14
20250,0,0,1,01110,14,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,14
20300,1,0,1,01111,15,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,15
20350,0,0,1,01111,15,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,15
20400,1,0,1,10000,16,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,16
20450,0,0,1,10000,16,10001,17,1@17,0,0,1,0,10,CHECK,10,CHECK,16
20500,1,1,1,10001,17,10001,17,1@17,0,0,1,0,10,CHECK,01,IDLE,17
20550,0,1,1,10001,17,10001,17,1@17,0,0,1,0,10,CHECK,01,IDLE,17
20600,1,1,1,10001,17,10001,17,1@17,0,0,0,1,01,IDLE,01,IDLE,17
20650,0,1,1,10001,17,10010,18,1@18,0,0,1,1,01,IDLE,10,CHECK,17
20700,1,0,1,00000,0,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,0
20750,0,0,1,00000,0,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,0
20800,1,0,1,00001,1,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,1
20850,0,0,1,00001,1,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,1
20900,1,0,1,00010,2,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,2
20950,0,0,1,00010,2,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,2
21000,1,0,1,00011,3,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,3
21050,0,0,1,00011,3,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,3
21100,1,0,1,00100,4,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,4
21150,0,0,1,00100,4,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,4
21200,1,0,1,00101,5,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,5
21250,0,0,1,00101,5,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,5
21300,1,0,1,00110,6,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,6
21350,0,0,1,00110,6,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,6
21400,1,0,1,00111,7,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,7
21450,0,0,1,00111,7,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,7
21500,1,0,1,01000,8,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,8
21550,0,0,1,01000,8,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,8
21600,1,0,1,01001,9,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,9
21650,0,0,1,01001,9,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,9
21700,1,0,1,01010,10,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,10
21750,0,0,1,01010,10,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,10
21800,1,0,1,01011,11,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,11
21850,0,0,1,01011,11,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,11
21900,1,0,1,01100,12,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,12
21950,0,0,1,01100,12,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,12
22000,1,0,1,01101,13,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,13
22050,0,0,1,01101,13,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,13
22100,1,0,1,01110,14,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,14
22150,0,0,1,01110,14,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,14
22200,1,0,1,01111,15,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,15
22250,0,0,1,01111,15,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,15
22300,1,0,1,10000,16,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,16
22350,0,0,1,10000,16,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,16
22400,1,0,1,10001,17,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,17
22450,0,0,1,10001,17,10010,18,1@18,0,0,1,0,10,CHECK,10,CHECK,17
22500,1,1,1,10010,18,10010,18,1@18,0,0,1,0,10,CHECK,01,IDLE,18
22550,0,1,1,10010,18,10010,18,1@18,0,0,1,0,10,CHECK,01,IDLE,18
22600,1,1,1,10010,18,10010,18,1@18,0,0,0,1,01,IDLE,01,IDLE,18
22650,0,1,1,10010,18,10011,19,1@19,0,0,1,1,01,IDLE,10,CHECK,18
22700,1,0,1,00000,0,10011,19,1@19,0,0,1,0,10,CHECK,10,CHECK,0
22750,0,0,1,00000,0,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,0
22800,1,0,1,00001,1,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,1
22850,0,0,1,00001,1,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,1
22900,1,0,1,00010,2,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,2
22950,0,0,1,00010,2,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,2
23000,1,0,1,00011,3,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,3
23050,0,0,1,00011,3,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,3
23100,1,0,1,00100,4,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,4
23150,0,0,1,00100,4,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,4
23200,1,0,1,00101,5,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,5
23250,0,0,1,00101,5,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,5
23300,1,0,1,00110,6,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,6
23350,0,0,1,00110,6,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,6
23400,1,0,1,00111,7,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,7
23450,0,0,1,00111,7,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,7
23500,1,0,1,01000,8,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,8
23550,0,0,1,01000,8,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,8
23600,1,0,1,01001,9,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,9
23650,0,0,1,01001,9,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,9
23700,1,0,1,01010,10,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,10
23750,0,0,1,01010,10,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,10
23800,1,0,1,01011,11,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,11
23850,0,0,1,01011,11,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,11
23900,1,0,1,01100,12,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,12
23950,0,0,1,01100,12,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,12
24000,1,0,1,01101,13,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,13
24050,0,0,1,01101,13,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,13
24100,1,0,1,01110,14,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,14
24150,0,0,1,01110,14,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,14
24200,1,0,1,01111,15,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,15
24250,0,0,1,01111,15,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,15
24300,1,0,1,10000,16,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,16
24350,0,0,1,10000,16,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,16
24400,1,0,1,10001,17,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,17
24450,0,0,1,10001,17,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,17
24500,1,0,1,10010,18,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,18
24550,0,0,1,10010,18,10011,19,1@19,0,0,0,0,10,CHECK,10,CHECK,18
24600,1,1,1,10011,19,10011,19,1@19,0,0,0,0,10,CHECK,01,IDLE,19
24650,0,1,1,10011,19,10011,19,1@19,0,0,0,0,10,CHECK,01,IDLE,19
24700,1,1,1,10011,19,10011,19,1@19,0,0,0,1,01,IDLE,01,IDLE,19
24750,0,1,1,10011,19,10100,20,1@20,0,0,1,1,01,IDLE,10,CHECK,19
24800,1,0,1,00000,0,10100,20,1@20,0,0,1,0,10,CHECK,10,CHECK,0
24850,0,0,1,00000,0,10100,20,1@20,0,0,0,0,10,CHECK,10,CHECK,0
24900,1,0,1,00001,1,10100,20,1@20,0,0,0,0,10,CHECK,10,CHECK,1
24950,0,0,1,00001,1,10100,20,1@20,0,0,0,0,10,CHECK,10,CHECK,1
